,Date,SPGold_dly_chg_correlation,SPGold_dly_chg_corr_mean,SPGold_Std_daily_chg_correl,SP_Goldupper_correl,SP_Goldlower_correl,SPGoldsignal,SPCopp_dly_chg_correlation,SPCopp_dly_chg_corr_mean,SPCopp_Std_daily_chg_correl,SP_Coppupper_correl,SP_Copplower_correl,SPCoppsignal55,SPCgr_dly_chg_correlation,SPCgr_dly_chg_corr_mean,SPCgr_Std_daily_chg_correl,SP_Cgrupper_correl,SP_Cgrlower_correl,SPCgrsignal55,SPCrude_dly_chg_correlation,SPCrude_dly_chg_corr_mean,SPCrude_Std_daily_chg_correl,SP_Crudeupper_correl,SP_Crudelower_correl,SPCrudesignal55,SPLNH_dly_chg_correlation,SPLNH_dly_chg_corr_mean,SPLNH_Std_daily_chg_correl,SP_LNHupper_correl,SP_LNHlower_correl,SPLNHsignal55,SPSoyB_dly_chg_correlation,SPSoyB_dly_chg_corr_mean,SPSoyB_Std_daily_chg_correl,SP_SoyBupper_correl,SP_SoyBlower_correl,SPSoyBsignal55,SPCtn_dly_chg_correlation,SPCtn_dly_chg_corr_mean,SPCtn_Std_daily_chg_correl,SP_Ctnupper_correl,SP_Ctnlower_correl,SPCtnsignal55,SPcorn_dly_chg_correlation,SPcorn_dly_chg_corr_mean,SPcorn_Std_daily_chg_correl,SP_cornupper_correl,SP_cornlower_correl,SPcornsignal55,SP_Daily_Pct_Return,SP_MA_55,SP_MA_5,SP_MA_20,Settle,SPGold_sigcode,SPCopp_sigcode,SPCgrsignal55_sigcode,Vix Daily Chg.,VIX,SPCrudesignal55_sigcode,SPLNHsignal55_sigcode,SPSoyBsignal55_sigcode,SPCtnsignal55_sigcode,SPcornsignal55_sigcode,SP_ret_code
11,1998-05-15,0.08361150032994434,0.02188985917784221,0.04922973460548366,0.12034932838880953,-0.07656961003312511,0.0,0.21136745666730236,0.03666329081383167,0.09080927940265063,0.21828184961913294,-0.14495526799146957,0.0,0.1339761959341157,0.014565794506484157,0.07380282788476683,0.16217145027601781,-0.1330398612630495,0.0,0.08210649727364647,-0.11367479150292406,0.14075354179537589,0.1678322920878277,-0.39518187509367586,0.0,-0.2359445817918368,-0.1701758438687163,0.059367995080430155,-0.051439853707855976,-0.2889118340295766,0.0,0.01874817371062227,0.11607601004866204,0.0561344577331401,0.22834492551494223,0.003807094582381834,0.0,-0.09023318031795581,0.011638909613914191,0.05394922891294699,0.11953736743980817,-0.0962595482119798,0.0,0.009205252450970506,0.1548772609736208,0.0795738377042927,0.3140249363822062,-0.004270414434964592,0.0,-0.93,0.10254545454545434,0.021999999999999444,-0.055000000000000035,0.37836634765190297,0,0,0,4.07,20.44,0,0,0,0,0,4
12,1998-05-18,0.13193460298190104,0.025498174552476684,0.04989796372561218,0.12529410200370103,-0.07429775289874767,0.006640500978200015,0.23067609101846628,0.04065159164693323,0.09442078430669168,0.22949316026031658,-0.14818997696645014,0.0011829307581497084,0.13561444675790474,0.01607289924203193,0.075424984348261,0.16692286793855393,-0.13477706945449008,0.0,0.13705847799530196,-0.105272203608,0.14169048183563857,0.17810876006327714,-0.3886531672792771,0.0,-0.2312136206543603,-0.17243478457450875,0.05928218644598235,-0.053870411682544056,-0.2909991574664734,0.0,0.06229734911765334,0.11523218708556555,0.05659421277622383,0.22842061263801322,0.0020437615331178882,0.0,-0.06267834972717361,0.009597403649948271,0.05460641781306202,0.1188102392760723,-0.09961543197617577,0.0,0.024624974609494588,0.15219980566678382,0.081446401042778,0.3150926077523398,-0.010692996418772194,0.0,-0.11,0.10345454545454526,-5.578870698741412e-16,-0.08900000000000004,-1.3368983957219251,2,2,0,6.12,21.69,0,0,0,0,0,1
13,1998-05-19,0.12741758779530352,0.028785148099081427,0.05055677979805779,0.129898707695197,-0.07232841149703415,0.0,0.2002905385731491,0.04364775067144221,0.09683794243601594,0.2373236355434741,-0.15002813420058966,0.0,0.11006928941576936,0.01694106093382266,0.07623758707319071,0.1694162350802041,-0.13553411321255876,0.0,0.13566816398427609,-0.09708010690725423,0.14236969147439515,0.1876592760415361,-0.3818194898560445,0.0,-0.2159633266300092,-0.17405812991503608,0.05922846942302747,-0.055601191068981135,-0.292515068761091,0.0,0.0604273424152481,0.11431410115399256,0.05707297165450733,0.22846004446300722,0.00016815784497789532,0.0,-0.06450281889708047,0.0073836956328167495,0.055104433715157504,0.11759256306313176,-0.10282517179749825,0.0,0.030728289555841354,0.14956230462232611,0.08300223853079258,0.3155667816839113,-0.01644217243925905,0.0,0.13,0.10963636363636343,-0.17400000000000054,-0.07800000000000004,-1.312861593235425,0,0,0,-5.99,20.39,0,0,0,0,0,1
14,1998-05-20,0.1287305730423762,0.03223140351295252,0.050795761828678794,0.1338229271703101,-0.06936012014440507,0.0,0.20488296413978785,0.046641123798827795,0.09924549803761651,0.2451321198740608,-0.15184987227640523,0.0,0.11413381928511993,0.017699815048629566,0.07700360470271779,0.17170702445406516,-0.136307394356806,0.0,0.13651432243680472,-0.08887748284883056,0.14259959499101152,0.19632170713319247,-0.3740766728308536,0.0,-0.2228910863787455,-0.17581875006796888,0.059214407161513515,-0.05738993574494185,-0.2942475643909959,0.0,0.022952900848589298,0.11264307437370431,0.05838703789262089,0.2294171501589461,-0.004131001411537466,0.0,-0.07715227576472822,0.004949882853336209,0.05583683831980241,0.11662355949294104,-0.10672379378626862,0.0,0.07054026967743082,0.14760361682135012,0.08358135542884561,0.31476632767904134,-0.019559094036341096,0.0,1.02,0.11581818181818161,-0.01800000000000055,-0.06850000000000003,-2.2026431718061676,0,0,0,-2.45,19.89,0,0,0,0,0,1
15,1998-05-21,0.12697594901596862,0.03562636634439167,0.05077435415042043,0.13717507464523251,-0.06592234195644919,0.0,0.20360063562314212,0.0496664663428921,0.1014639146767002,0.2525942956962925,-0.1532613630105083,0.0,0.11424736544049909,0.018516270480190337,0.07779529119663084,0.174106852873452,-0.13707431191307134,0.0,0.12980842071734555,-0.08077303571533619,0.1421218937790545,0.2034707518427728,-0.36501682327344515,0.0,-0.21582998847457444,-0.1774917964848382,0.0590174138846245,-0.0594569687155892,-0.2955266242540872,0.0,0.041449146589756576,0.11116187768258678,0.05914998061951356,0.22946183892161393,-0.007138083556440342,0.0,-0.08197898953571925,0.002205960682679611,0.056340046774471186,0.11488605423162199,-0.11047413286626276,0.0,0.07856523676536792,0.14578081120798136,0.08398022697923857,0.3137412651664585,-0.022179642750495776,0.0,-0.35,0.12272727272727253,-0.04800000000000054,-0.027500000000000035,-1.7683465959328029,0,0,0,-2.56,19.38,0,0,0,0,0,1
16,1998-05-22,0.1453168562031893,0.03940490465612351,0.05106845762846221,0.14154181991304793,-0.06273201060080091,0.0037750362901413648,0.20673084889449425,0.05278495201169811,0.10362427509825728,0.26003350220821264,-0.15446359818481645,0.0,0.1100997849453779,0.019226963965394618,0.0784594483863471,0.1761458607380888,-0.13769193280729958,0.0,0.1352976969969918,-0.07238743584788955,0.14099205027142625,0.20959666469496296,-0.35437153639074204,0.0,-0.21960429790577776,-0.17925348477955966,0.058797653351777314,-0.06165817807600503,-0.29684879148311427,0.0,0.032621051704517345,0.10935732186482637,0.0600141273258581,0.22938557651654257,-0.010670932786889825,0.0,-0.09263580786557485,-0.0007633937479709181,0.056964634150052686,0.11316587455213445,-0.1146926620480763,0.0,0.0736962677460441,0.14382125532307255,0.08438840755228051,0.31259807042763355,-0.024955559781488473,0.0,-0.31,0.13345454545454527,0.07599999999999947,0.022999999999999965,-1.7516629711751663,2,0,0,-2.01,18.99,0,0,0,0,0,1
17,1998-05-26,0.1858008196749604,0.04394193200686876,0.05279115851189624,0.14952424903066125,-0.06164038501692372,0.03627657064429915,0.24798569814771682,0.056859674267517236,0.10682331366144134,0.2705063015903999,-0.15678695305536544,0.0,0.12494922591441478,0.020347801043472207,0.07953373152554703,0.17941526409456626,-0.13871966200762187,0.0,0.134611486404993,-0.06387302712863242,0.1390470172345761,0.2142210073405198,-0.3419670615977846,0.0,-0.20147643676729127,-0.1805578430625878,0.058473677929630055,-0.06361048720332768,-0.2975051989218479,0.0,0.07114431275814952,0.10802352385871493,0.06003374221047816,0.22809100827967124,-0.012043960562241385,0.0,-0.049804158306178584,-0.0023120842165104873,0.05712162780434397,0.11193117139217745,-0.11655533982519842,0.0,0.11154226400281683,0.142230512287763,0.08415265960026186,0.31053583148828673,-0.026074806912760706,0.0,-1.82,0.06745454545454527,-0.2660000000000005,0.023499999999999965,0.09033423667570009,2,0,0,16.22,22.07,0,0,0,0,0,3
18,1998-05-27,0.1843316044402101,0.04843420209280784,0.0540422591067721,0.15651872030635205,-0.05965031612073636,0.027812884133858046,0.24703782657122875,0.06081284960830435,0.10977854298749874,0.2803699355833018,-0.15874423636669313,0.0,0.1262474352326252,0.02141559344878191,0.08056629370236967,0.18254818085352126,-0.13971699395595744,0.0,0.13561015299358736,-0.05532837004257891,0.13653531935611643,0.21774226866965396,-0.32839900875481176,0.0,-0.20190540530486034,-0.1816991882457669,0.058262362810293664,-0.06517446262517956,-0.2982239138663542,0.0,0.06875419351215449,0.10666706813256142,0.0600633891546422,0.2267938464418458,-0.01345971017672297,0.0,-0.0505052976722647,-0.003790311620912143,0.05730065549636089,0.11081099937180963,-0.11839162261363392,0.0,0.10844902131389417,0.1404074515644128,0.08377086021654688,0.3079491719975066,-0.02713426886868095,0.0,0.16,0.07581818181818165,-0.2600000000000005,0.038499999999999965,-1.5107102593010147,2,0,0,2.36,22.59,0,0,0,0,0,1
19,1998-05-28,0.1683674964795906,0.05254381179740313,0.054417701670631785,0.1613792151386667,-0.05629159154386044,0.006988281340923885,0.24506180834448696,0.06499240402940296,0.11235499791441463,0.2897023998582322,-0.1597175917994263,0.0,0.13563051514558894,0.02292912586732223,0.08192927954528414,0.18678768495789053,-0.14092943322324605,0.0,0.14665143122358582,-0.046741415949806436,0.1340494023094741,0.22135738866914176,-0.3148402205687546,0.0,-0.22650065956095827,-0.18374160864368097,0.057818421746631654,-0.06810476515041766,-0.29937845213694425,0.0,0.04390214265399225,0.10472496060987982,0.06033893114260022,0.22540282289508026,-0.015952901675320624,0.0,-0.07510304159472751,-0.006117603174744443,0.05755444479497263,0.10899128641520082,-0.1212264927646897,0.0,0.0868290707356545,0.13813773720837894,0.08349517388331874,0.3051280849750164,-0.02885261055825855,0.0,0.11,0.057818181818181644,-0.4420000000000005,0.0029999999999999693,0.02252252252252252,2,0,0,-8.19,20.74,0,0,0,0,0,3
20,1998-05-29,0.11906929762112911,0.05531181146254935,0.05384592612240879,0.1630036637073669,-0.052380040782268225,0.0,0.2492097649349337,0.06894365878621372,0.11496041944005826,0.2988644976663303,-0.1609771800939028,0.0,0.16873153125919196,0.025131477756900885,0.0842013440351577,0.19353416582721628,-0.1432712103134145,0.0,0.09617344782051283,-0.039738041655716,0.13118908029124693,0.22264011892677787,-0.30211620223820984,0.0,-0.22681195883489516,-0.1850751789736568,0.05795288308082585,-0.0691694128120051,-0.3009809451353085,0.0,0.09793191271462039,0.10445090209386679,0.060334857308849195,0.2251206167115652,-0.016218812523831602,0.0,-0.1929842225944523,-0.011615341755459503,0.06067371508401197,0.10973208841256443,-0.13296277192348344,-0.06002145067096887,0.1240942171966303,0.13722610137475977,0.08336738600190036,0.3039608733785605,-0.029508670629040945,0.0,0.09,0.052727272727272546,-0.35400000000000054,-0.08700000000000002,1.6201620162016201,0,0,0,2.8,21.32,0,0,0,1,0,4
21,1998-06-01,0.13636655396820024,0.05831204466562167,0.053678148797416406,0.1656683422604545,-0.04904425292921114,0.0,0.26821792866545374,0.07366314581018796,0.1177338407967604,0.3091308274037088,-0.16180453578333284,0.0,0.17830010997868104,0.027900633151000907,0.0866977413896426,0.20129611593028612,-0.1454948496282843,0.0,0.11780601748803975,-0.031943415607075636,0.12746253118244164,0.22298164675780763,-0.2868684779719589,0.0,-0.25530546938829896,-0.18736116176491144,0.05820235231841271,-0.07095645712808601,-0.30376586640173686,0.0,0.09486583566668137,0.10406334223773878,0.060326570028911175,0.22471648229556113,-0.016589797820083574,0.0,-0.18004356013610262,-0.016889334318143264,0.062484338819265385,0.1080793433203875,-0.14185801195667402,-0.0381855481794286,0.14556169302504238,0.13694934587395385,0.08331298274087691,0.3035753113557077,-0.029676619607799964,0.0,-0.29,0.043272727272727095,-0.35000000000000053,-0.14550000000000002,1.9860076732114647,0,0,0,7.08,22.83,0,0,0,1,0,4
22,1998-06-02,0.09158297358949406,0.060005809304935924,0.053221302129397845,0.1664484135637316,-0.046436794953859765,0.0,0.2270666990832059,0.07643825978779241,0.11953740907401447,0.31551307793582134,-0.16263655836023655,0.0,0.1590570259361647,0.029698223683867046,0.08838809767174055,0.20647441902734814,-0.14707797165961406,0.0,0.12351294961303665,-0.024019867230675326,0.12318650624987036,0.2223531452690654,-0.27039287973041604,0.0,-0.27065104774855037,-0.18991783123755965,0.05872362495861665,-0.07247058132032634,-0.30736508115479294,0.0,0.06739446795188442,0.10311670674738364,0.060488782764900065,0.22409427227718376,-0.017860858782416486,0.0,-0.16801640473943788,-0.021274381941159895,0.06447860899892816,0.10768283605669642,-0.1502315999390162,-0.01778480480042169,0.05120018073614562,0.13472841014827247,0.08395031250602358,0.30262903516031964,-0.033172214863774696,0.0,0.02,0.04945454545454527,0.01799999999999948,-0.14,2.166064981949458,0,0,0,-3.64,22.0,0,0,0,1,0,4
23,1998-06-03,0.07066185909903992,0.06132635214621942,0.0525519612154898,0.16643027457719903,-0.04377757028476018,0.0,0.1623497722516273,0.07793355236203071,0.12009723827041519,0.31812802890286107,-0.16226092417879967,0.0,0.11404811783296583,0.030590992215105875,0.08899659651841187,0.20858418525192962,-0.14740220082171784,0.0,0.12231665928710146,-0.016057965001156433,0.11803650548986881,0.22001504597858118,-0.25213097598089407,0.0,-0.25725681679866136,-0.19224720909063392,0.05880906847161651,-0.0746290721474009,-0.30986534603386695,0.0,0.08497327148534575,0.10250468452588286,0.06049915740103475,0.22350299932795237,-0.01849363027618664,0.0,-0.14678531565571684,-0.025393061348422348,0.06513805794302202,0.1048830545376217,-0.15566917723446638,0.0,0.06184504844328569,0.13239505038952293,0.08416375583760419,0.3007225620647313,-0.035932461285685446,0.0,-1.44,0.003454545454545272,-0.3020000000000005,-0.18350000000000002,2.93040293040293,0,0,0,3.86,22.85,0,0,0,0,0,4
24,1998-06-04,0.08778843266424446,0.06290379382515593,0.052007815672970144,0.1669194251710962,-0.04111183752078436,0.0,0.14090131054445498,0.07945580359760085,0.12035959966004481,0.32017500291769047,-0.16126339572248877,0.0,0.0845973957892751,0.03132439911723413,0.08927709175484315,0.20987858262692044,-0.14722978439245216,0.0,0.14545127730738633,-0.007313640861226565,0.11157180347516608,0.2158299660891056,-0.23045724781155874,0.0,-0.24848158088620895,-0.19469723473780315,0.058281975429886494,-0.07813328387803016,-0.31126118559757615,0.0,0.08675980483147752,0.10209946994031525,0.06052915857572753,0.2231577870917703,-0.0189588472111398,0.0,-0.14935816751488712,-0.029262513989016664,0.06607639707202277,0.10289028015502888,-0.1614153081330622,0.0,0.08507576276717925,0.13107236922859006,0.08432821044565199,0.29972879011989406,-0.03758405166271392,0.0,1.67,0.03127272727272709,0.009999999999999495,-0.04950000000000002,-0.45034902049088044,0,0,0,-7.13,21.22,0,0,0,0,0,2
